frame,time_s,teacher_boxes,student_boxes,count_gap,disagreement
Incredible_traffic_Sound_in__0007951,265.3,21,17,4,0.1905
Incredible_traffic_Sound_in__0008761,292.3,21,17,4,0.1905
Incredible_traffic_Sound_in__0010486,349.9,21,17,4,0.1905
Incredible_traffic_Sound_in__0011701,390.4,21,17,4,0.1905
Incredible_traffic_Sound_in__0019111,637.7,21,17,4,0.1905
Incredible_traffic_Sound_in__0021961,732.8,21,17,4,0.1905
Incredible_traffic_Sound_in__0022486,750.3,21,17,4,0.1905
Incredible_traffic_Sound_in__0022561,752.8,21,17,4,0.1905
Incredible_traffic_Sound_in__0023266,776.3,21,17,4,0.1905
Incredible_traffic_Sound_in__0024811,827.9,21,17,4,0.1905
Incredible_traffic_Sound_in__0030241,1009.0,21,17,4,0.1905
Incredible_traffic_Sound_in__0000811,27.1,16,13,3,0.1875
Incredible_traffic_Sound_in__0002416,80.6,16,13,3,0.1875
Incredible_traffic_Sound_in__0003856,128.7,16,13,3,0.1875
Incredible_traffic_Sound_in__0003961,132.2,16,13,3,0.1875
Incredible_traffic_Sound_in__0004381,146.2,16,13,3,0.1875
Incredible_traffic_Sound_in__0005536,184.7,13,16,3,0.1875
Incredible_traffic_Sound_in__0010006,333.9,16,13,3,0.1875
Incredible_traffic_Sound_in__0012256,408.9,16,13,3,0.1875
Incredible_traffic_Sound_in__0012841,428.5,13,16,3,0.1875
Incredible_traffic_Sound_in__0013696,457.0,16,13,3,0.1875
Incredible_traffic_Sound_in__0014266,476.0,32,26,6,0.1875
Incredible_traffic_Sound_in__0014326,478.0,32,26,6,0.1875
Incredible_traffic_Sound_in__0015556,519.1,16,13,3,0.1875
Incredible_traffic_Sound_in__0019501,650.7,16,13,3,0.1875
Incredible_traffic_Sound_in__0019726,658.2,16,13,3,0.1875
Incredible_traffic_Sound_in__0020506,684.2,16,13,3,0.1875
Incredible_traffic_Sound_in__0025516,851.4,16,13,3,0.1875
Incredible_traffic_Sound_in__0026086,870.4,16,13,3,0.1875
Incredible_traffic_Sound_in__0027511,918.0,16,13,3,0.1875
Incredible_traffic_Sound_in__0027856,929.5,16,13,3,0.1875
Incredible_traffic_Sound_in__0029086,970.5,16,13,3,0.1875
Incredible_traffic_Sound_in__0029296,977.5,16,13,3,0.1875
Incredible_traffic_Sound_in__0029371,980.0,16,13,3,0.1875
Incredible_traffic_Sound_in__0030526,1018.6,16,13,3,0.1875
Incredible_traffic_Sound_in__0031306,1044.6,16,13,3,0.1875
Incredible_traffic_Sound_in__0031351,1046.1,16,13,3,0.1875
Incredible_traffic_Sound_in__0031636,1055.6,16,13,3,0.1875
Incredible_traffic_Sound_in__0032476,1083.6,16,13,3,0.1875
Incredible_traffic_Sound_in__0034576,1153.7,16,13,3,0.1875
Incredible_traffic_Sound_in__0035236,1175.7,13,16,3,0.1875
Incredible_traffic_Sound_in__0003136,104.6,27,22,5,0.1852
Incredible_traffic_Sound_in__0025246,842.4,27,22,5,0.1852
Incredible_traffic_Sound_in__0000151,5.0,22,18,4,0.1818
Incredible_traffic_Sound_in__0000181,6.0,22,18,4,0.1818
Incredible_traffic_Sound_in__0001666,55.6,22,18,4,0.1818
Incredible_traffic_Sound_in__0001681,56.1,22,18,4,0.1818
Incredible_traffic_Sound_in__0002656,88.6,9,11,2,0.1818
Incredible_traffic_Sound_in__0003466,115.6,9,11,2,0.1818
Incredible_traffic_Sound_in__0003571,119.2,11,9,2,0.1818
Incredible_traffic_Sound_in__0004621,154.2,11,9,2,0.1818
Incredible_traffic_Sound_in__0005011,167.2,11,9,2,0.1818
Incredible_traffic_Sound_in__0005086,169.7,11,9,2,0.1818
Incredible_traffic_Sound_in__0006331,211.2,11,9,2,0.1818
Incredible_traffic_Sound_in__0007021,234.3,22,18,4,0.1818
Incredible_traffic_Sound_in__0007351,245.3,11,9,2,0.1818
Incredible_traffic_Sound_in__0007936,264.8,22,18,4,0.1818
Incredible_traffic_Sound_in__0009271,309.3,11,9,2,0.1818
Incredible_traffic_Sound_in__0010036,334.9,11,9,2,0.1818
Incredible_traffic_Sound_in__0010426,347.9,11,9,2,0.1818
Incredible_traffic_Sound_in__0011221,374.4,22,18,4,0.1818
Incredible_traffic_Sound_in__0013111,437.5,9,11,2,0.1818
Incredible_traffic_Sound_in__0014296,477.0,33,27,6,0.1818
Incredible_traffic_Sound_in__0014611,487.5,11,9,2,0.1818
Incredible_traffic_Sound_in__0015436,515.0,22,18,4,0.1818
Incredible_traffic_Sound_in__0016261,542.6,11,9,2,0.1818
Incredible_traffic_Sound_in__0016786,560.1,11,9,2,0.1818
Incredible_traffic_Sound_in__0016846,562.1,9,11,2,0.1818
Incredible_traffic_Sound_in__0016891,563.6,11,9,2,0.1818
Incredible_traffic_Sound_in__0017011,567.6,11,9,2,0.1818
Incredible_traffic_Sound_in__0017596,587.1,9,11,2,0.1818
Incredible_traffic_Sound_in__0018346,612.1,9,11,2,0.1818
Incredible_traffic_Sound_in__0020371,679.7,11,9,2,0.1818
Incredible_traffic_Sound_in__0020716,691.2,22,18,4,0.1818
Incredible_traffic_Sound_in__0021346,712.2,22,18,4,0.1818
Incredible_traffic_Sound_in__0021571,719.8,22,18,4,0.1818
Incredible_traffic_Sound_in__0023161,772.8,11,9,2,0.1818
Incredible_traffic_Sound_in__0023806,794.3,11,9,2,0.1818
Incredible_traffic_Sound_in__0023821,794.8,11,9,2,0.1818
Incredible_traffic_Sound_in__0024901,830.9,22,18,4,0.1818
Incredible_traffic_Sound_in__0026131,871.9,9,11,2,0.1818
Incredible_traffic_Sound_in__0026701,890.9,11,9,2,0.1818
Incredible_traffic_Sound_in__0026806,894.4,9,11,2,0.1818
Incredible_traffic_Sound_in__0029866,996.5,11,9,2,0.1818
Incredible_traffic_Sound_in__0030766,1026.6,11,9,2,0.1818
Incredible_traffic_Sound_in__0031711,1058.1,11,9,2,0.1818
Incredible_traffic_Sound_in__0032956,1099.6,9,11,2,0.1818
Incredible_traffic_Sound_in__0033751,1126.2,11,9,2,0.1818
Incredible_traffic_Sound_in__0033946,1132.7,11,9,2,0.1818
Incredible_traffic_Sound_in__0034231,1142.2,11,9,2,0.1818
Incredible_traffic_Sound_in__0034366,1146.7,11,9,2,0.1818
Incredible_traffic_Sound_in__0034411,1148.2,9,11,2,0.1818
Incredible_traffic_Sound_in__0034786,1160.7,11,9,2,0.1818
Incredible_traffic_Sound_in__0001801,60.1,28,23,5,0.1786
Incredible_traffic_Sound_in__0011521,384.4,28,23,5,0.1786
Incredible_traffic_Sound_in__0000286,9.5,17,14,3,0.1765
Incredible_traffic_Sound_in__0001336,44.6,17,14,3,0.1765
Incredible_traffic_Sound_in__0002371,79.1,14,17,3,0.1765
Incredible_traffic_Sound_in__0003916,130.7,17,14,3,0.1765
Incredible_traffic_Sound_in__0005266,175.7,17,14,3,0.1765
Incredible_traffic_Sound_in__0006046,201.7,17,14,3,0.1765
Incredible_traffic_Sound_in__0006736,224.8,17,14,3,0.1765
Incredible_traffic_Sound_in__0007111,237.3,17,14,3,0.1765
Incredible_traffic_Sound_in__0008356,278.8,17,14,3,0.1765
Incredible_traffic_Sound_in__0008386,279.8,17,14,3,0.1765
Incredible_traffic_Sound_in__0011971,399.4,14,17,3,0.1765
Incredible_traffic_Sound_in__0011986,399.9,14,17,3,0.1765
Incredible_traffic_Sound_in__0012001,400.4,14,17,3,0.1765
Incredible_traffic_Sound_in__0012331,411.4,17,14,3,0.1765
Incredible_traffic_Sound_in__0013546,452.0,17,14,3,0.1765
Incredible_traffic_Sound_in__0013711,457.5,17,14,3,0.1765
Incredible_traffic_Sound_in__0013801,460.5,17,14,3,0.1765
Incredible_traffic_Sound_in__0014506,484.0,17,14,3,0.1765
Incredible_traffic_Sound_in__0015076,503.0,17,14,3,0.1765
Incredible_traffic_Sound_in__0015496,517.0,17,14,3,0.1765
Incredible_traffic_Sound_in__0016156,539.1,17,14,3,0.1765
Incredible_traffic_Sound_in__0016186,540.1,17,14,3,0.1765
Incredible_traffic_Sound_in__0017371,579.6,17,14,3,0.1765
Incredible_traffic_Sound_in__0017416,581.1,17,14,3,0.1765
Incredible_traffic_Sound_in__0018676,623.2,17,14,3,0.1765
Incredible_traffic_Sound_in__0018811,627.7,17,14,3,0.1765
Incredible_traffic_Sound_in__0019201,640.7,17,14,3,0.1765
Incredible_traffic_Sound_in__0019486,650.2,17,14,3,0.1765
Incredible_traffic_Sound_in__0021121,704.7,17,14,3,0.1765
Incredible_traffic_Sound_in__0023461,782.8,14,17,3,0.1765
Incredible_traffic_Sound_in__0023746,792.3,17,14,3,0.1765
Incredible_traffic_Sound_in__0024211,807.8,17,14,3,0.1765
Incredible_traffic_Sound_in__0025636,855.4,17,14,3,0.1765
Incredible_traffic_Sound_in__0025666,856.4,17,14,3,0.1765
Incredible_traffic_Sound_in__0026416,881.4,17,14,3,0.1765
Incredible_traffic_Sound_in__0027211,907.9,17,14,3,0.1765
Incredible_traffic_Sound_in__0028036,935.5,14,17,3,0.1765
Incredible_traffic_Sound_in__0028366,946.5,17,14,3,0.1765
Incredible_traffic_Sound_in__0030316,1011.5,17,14,3,0.1765
Incredible_traffic_Sound_in__0030556,1019.6,17,14,3,0.1765
Incredible_traffic_Sound_in__0032401,1081.1,17,14,3,0.1765
Incredible_traffic_Sound_in__0033526,1118.7,17,14,3,0.1765
Incredible_traffic_Sound_in__0034501,1151.2,17,14,3,0.1765
Incredible_traffic_Sound_in__0000136,4.5,23,19,4,0.1739
Incredible_traffic_Sound_in__0001696,56.6,23,19,4,0.1739
Incredible_traffic_Sound_in__0006091,203.2,23,19,4,0.1739
Incredible_traffic_Sound_in__0006991,233.3,23,19,4,0.1739
Incredible_traffic_Sound_in__0008146,271.8,23,19,4,0.1739
Incredible_traffic_Sound_in__0011671,389.4,23,19,4,0.1739
Incredible_traffic_Sound_in__0014056,469.0,23,19,4,0.1739
Incredible_traffic_Sound_in__0015136,505.0,23,19,4,0.1739
Incredible_traffic_Sound_in__0021871,729.8,23,19,4,0.1739
Incredible_traffic_Sound_in__0022651,755.8,23,19,4,0.1739
Incredible_traffic_Sound_in__0024886,830.4,23,19,4,0.1739
Incredible_traffic_Sound_in__0025261,842.9,23,19,4,0.1739
Incredible_traffic_Sound_in__0026476,883.4,23,19,4,0.1739
Incredible_traffic_Sound_in__0014356,479.0,29,24,5,0.1724
Incredible_traffic_Sound_in__0014386,480.0,29,24,5,0.1724
Incredible_traffic_Sound_in__0000196,6.5,24,20,4,0.1667
Incredible_traffic_Sound_in__0000586,19.6,12,10,2,0.1667
Incredible_traffic_Sound_in__0000706,23.6,12,10,2,0.1667
Incredible_traffic_Sound_in__0000961,32.1,15,18,3,0.1667
Incredible_traffic_Sound_in__0001456,48.6,12,10,2,0.1667
Incredible_traffic_Sound_in__0004201,140.2,10,12,2,0.1667
Incredible_traffic_Sound_in__0004306,143.7,18,15,3,0.1667
Incredible_traffic_Sound_in__0004981,166.2,12,10,2,0.1667
Incredible_traffic_Sound_in__0005596,186.7,10,12,2,0.1667
Incredible_traffic_Sound_in__0005821,194.2,18,15,3,0.1667
Incredible_traffic_Sound_in__0006181,206.2,12,10,2,0.1667
Incredible_traffic_Sound_in__0008191,273.3,24,20,4,0.1667
Incredible_traffic_Sound_in__0009526,317.9,12,10,2,0.1667
Incredible_traffic_Sound_in__0009676,322.9,10,12,2,0.1667
Incredible_traffic_Sound_in__0010756,358.9,18,15,3,0.1667
Incredible_traffic_Sound_in__0011416,380.9,24,20,4,0.1667
Incredible_traffic_Sound_in__0011941,398.4,18,15,3,0.1667
Incredible_traffic_Sound_in__0012931,431.5,10,12,2,0.1667
Incredible_traffic_Sound_in__0014581,486.5,12,10,2,0.1667
Incredible_traffic_Sound_in__0014821,494.5,18,15,3,0.1667
Incredible_traffic_Sound_in__0014911,497.5,18,15,3,0.1667
Incredible_traffic_Sound_in__0016366,546.1,10,12,2,0.1667
Incredible_traffic_Sound_in__0016441,548.6,12,10,2,0.1667
Incredible_traffic_Sound_in__0016666,556.1,5,6,1,0.1667
Incredible_traffic_Sound_in__0017206,574.1,10,12,2,0.1667
Incredible_traffic_Sound_in__0017731,591.6,10,12,2,0.1667
Incredible_traffic_Sound_in__0017836,595.1,6,5,1,0.1667
Incredible_traffic_Sound_in__0018181,606.6,6,5,1,0.1667
Incredible_traffic_Sound_in__0018436,615.1,10,12,2,0.1667
Incredible_traffic_Sound_in__0018451,615.6,12,10,2,0.1667
Incredible_traffic_Sound_in__0018766,626.2,18,15,3,0.1667
Incredible_traffic_Sound_in__0019021,634.7,12,10,2,0.1667
Incredible_traffic_Sound_in__0019066,636.2,18,15,3,0.1667
Incredible_traffic_Sound_in__0019576,653.2,10,12,2,0.1667
Incredible_traffic_Sound_in__0019876,663.2,18,15,3,0.1667
Incredible_traffic_Sound_in__0020131,671.7,12,10,2,0.1667
Incredible_traffic_Sound_in__0020491,683.7,18,15,3,0.1667
Incredible_traffic_Sound_in__0020536,685.2,18,15,3,0.1667
Incredible_traffic_Sound_in__0022366,746.3,10,12,2,0.1667
Incredible_traffic_Sound_in__0022636,755.3,18,15,3,0.1667
Incredible_traffic_Sound_in__0023551,785.8,10,12,2,0.1667
Incredible_traffic_Sound_in__0023926,798.3,15,18,3,0.1667
Incredible_traffic_Sound_in__0024271,809.8,12,10,2,0.1667
Incredible_traffic_Sound_in__0024796,827.4,24,20,4,0.1667
Incredible_traffic_Sound_in__0025021,834.9,24,20,4,0.1667
Incredible_traffic_Sound_in__0025081,836.9,24,20,4,0.1667
Incredible_traffic_Sound_in__0025846,862.4,12,10,2,0.1667
Incredible_traffic_Sound_in__0025936,865.4,12,10,2,0.1667
Incredible_traffic_Sound_in__0026716,891.4,12,10,2,0.1667
Incredible_traffic_Sound_in__0026836,895.4,12,10,2,0.1667
Incredible_traffic_Sound_in__0027406,914.4,18,15,3,0.1667
Incredible_traffic_Sound_in__0027946,932.5,15,18,3,0.1667
Incredible_traffic_Sound_in__0030181,1007.0,18,15,3,0.1667
Incredible_traffic_Sound_in__0030871,1030.1,12,10,2,0.1667
Incredible_traffic_Sound_in__0030901,1031.1,12,10,2,0.1667
Incredible_traffic_Sound_in__0031021,1035.1,12,10,2,0.1667
Incredible_traffic_Sound_in__0032221,1075.1,18,15,3,0.1667
Incredible_traffic_Sound_in__0032566,1086.6,12,10,2,0.1667
Incredible_traffic_Sound_in__0033016,1101.6,12,10,2,0.1667
Incredible_traffic_Sound_in__0033376,1113.6,5,6,1,0.1667
Incredible_traffic_Sound_in__0033391,1114.1,6,5,1,0.1667
Incredible_traffic_Sound_in__0033616,1121.7,12,10,2,0.1667
Incredible_traffic_Sound_in__0034141,1139.2,5,6,1,0.1667
Incredible_traffic_Sound_in__0034261,1143.2,12,10,2,0.1667
Incredible_traffic_Sound_in__0034321,1145.2,15,18,3,0.1667
Incredible_traffic_Sound_in__0034636,1155.7,12,10,2,0.1667
Incredible_traffic_Sound_in__0034876,1163.7,12,10,2,0.1667
Incredible_traffic_Sound_in__0034981,1167.2,6,5,1,0.1667
Incredible_traffic_Sound_in__0035191,1174.2,12,10,2,0.1667
Incredible_traffic_Sound_in__0035566,1186.7,12,10,2,0.1667
Incredible_traffic_Sound_in__0035641,1189.2,12,10,2,0.1667
Incredible_traffic_Sound_in__0011326,377.9,25,21,4,0.16
Incredible_traffic_Sound_in__0011356,378.9,25,21,4,0.16
Incredible_traffic_Sound_in__0014251,475.5,25,21,4,0.16
Incredible_traffic_Sound_in__0019186,640.2,25,21,4,0.16
Incredible_traffic_Sound_in__0005731,191.2,19,16,3,0.1579
Incredible_traffic_Sound_in__0005806,193.7,19,16,3,0.1579
Incredible_traffic_Sound_in__0006931,231.3,19,16,3,0.1579
Incredible_traffic_Sound_in__0007096,236.8,19,16,3,0.1579
Incredible_traffic_Sound_in__0008056,268.8,19,16,3,0.1579
Incredible_traffic_Sound_in__0010501,350.4,19,16,3,0.1579
Incredible_traffic_Sound_in__0010741,358.4,16,19,3,0.1579
Incredible_traffic_Sound_in__0010786,359.9,19,16,3,0.1579
Incredible_traffic_Sound_in__0014431,481.5,19,16,3,0.1579
Incredible_traffic_Sound_in__0015106,504.0,19,16,3,0.1579
Incredible_traffic_Sound_in__0017356,579.1,16,19,3,0.1579
Incredible_traffic_Sound_in__0018646,622.2,19,16,3,0.1579
Incredible_traffic_Sound_in__0019141,638.7,19,16,3,0.1579
Incredible_traffic_Sound_in__0021526,718.3,19,16,3,0.1579
Incredible_traffic_Sound_in__0022426,748.3,19,16,3,0.1579
Incredible_traffic_Sound_in__0024916,831.4,19,16,3,0.1579
Incredible_traffic_Sound_in__0025321,844.9,19,16,3,0.1579
Incredible_traffic_Sound_in__0027526,918.5,16,19,3,0.1579
Incredible_traffic_Sound_in__0028816,961.5,19,16,3,0.1579
Incredible_traffic_Sound_in__0000436,14.5,13,11,2,0.1538
Incredible_traffic_Sound_in__0000571,19.1,13,11,2,0.1538
Incredible_traffic_Sound_in__0001081,36.1,11,13,2,0.1538
Incredible_traffic_Sound_in__0001096,36.6,13,11,2,0.1538
Incredible_traffic_Sound_in__0001216,40.6,11,13,2,0.1538
Incredible_traffic_Sound_in__0001816,60.6,26,22,4,0.1538
Incredible_traffic_Sound_in__0003826,127.7,13,11,2,0.1538
Incredible_traffic_Sound_in__0004126,137.7,13,11,2,0.1538
Incredible_traffic_Sound_in__0004141,138.2,13,11,2,0.1538
Incredible_traffic_Sound_in__0004786,159.7,13,11,2,0.1538
Incredible_traffic_Sound_in__0004816,160.7,13,11,2,0.1538
Incredible_traffic_Sound_in__0005206,173.7,11,13,2,0.1538
Incredible_traffic_Sound_in__0005581,186.2,13,11,2,0.1538
Incredible_traffic_Sound_in__0006211,207.2,11,13,2,0.1538
Incredible_traffic_Sound_in__0006241,208.2,13,11,2,0.1538
Incredible_traffic_Sound_in__0007171,239.3,13,11,2,0.1538
Incredible_traffic_Sound_in__0008536,284.8,11,13,2,0.1538
Incredible_traffic_Sound_in__0009436,314.8,13,11,2,0.1538
Incredible_traffic_Sound_in__0013306,444.0,13,11,2,0.1538
Incredible_traffic_Sound_in__0015976,533.1,13,11,2,0.1538
Incredible_traffic_Sound_in__0016201,540.6,11,13,2,0.1538
Incredible_traffic_Sound_in__0016426,548.1,11,13,2,0.1538
Incredible_traffic_Sound_in__0017221,574.6,13,11,2,0.1538
Incredible_traffic_Sound_in__0017551,585.6,11,13,2,0.1538
Incredible_traffic_Sound_in__0020086,670.2,11,13,2,0.1538
Incredible_traffic_Sound_in__0020311,677.7,13,11,2,0.1538
Incredible_traffic_Sound_in__0020356,679.2,13,11,2,0.1538
Incredible_traffic_Sound_in__0022336,745.3,13,11,2,0.1538
Incredible_traffic_Sound_in__0023371,779.8,13,11,2,0.1538
Incredible_traffic_Sound_in__0023761,792.8,13,11,2,0.1538
Incredible_traffic_Sound_in__0027046,902.4,11,13,2,0.1538
Incredible_traffic_Sound_in__0028411,948.0,13,11,2,0.1538
Incredible_traffic_Sound_in__0029206,974.5,13,11,2,0.1538
Incredible_traffic_Sound_in__0029506,984.5,13,11,2,0.1538
Incredible_traffic_Sound_in__0030751,1026.1,11,13,2,0.1538
Incredible_traffic_Sound_in__0030991,1034.1,13,11,2,0.1538
Incredible_traffic_Sound_in__0031846,1062.6,13,11,2,0.1538
Incredible_traffic_Sound_in__0032071,1070.1,13,11,2,0.1538
Incredible_traffic_Sound_in__0032806,1094.6,13,11,2,0.1538
Incredible_traffic_Sound_in__0033001,1101.1,13,11,2,0.1538
Incredible_traffic_Sound_in__0034081,1137.2,13,11,2,0.1538
Incredible_traffic_Sound_in__0034726,1158.7,13,11,2,0.1538
Incredible_traffic_Sound_in__0035296,1177.7,13,11,2,0.1538
Incredible_traffic_Sound_in__0035716,1191.7,13,11,2,0.1538
Incredible_traffic_Sound_in__0002041,68.1,20,17,3,0.15
Incredible_traffic_Sound_in__0002086,69.6,20,17,3,0.15
Incredible_traffic_Sound_in__0002446,81.6,20,17,3,0.15
Incredible_traffic_Sound_in__0002866,95.6,20,17,3,0.15
Incredible_traffic_Sound_in__0006106,203.7,20,17,3,0.15
Incredible_traffic_Sound_in__0006436,214.7,20,17,3,0.15
Incredible_traffic_Sound_in__0010561,352.4,20,17,3,0.15
Incredible_traffic_Sound_in__0010591,353.4,20,17,3,0.15
Incredible_traffic_Sound_in__0010666,355.9,20,17,3,0.15
Incredible_traffic_Sound_in__0011686,389.9,20,17,3,0.15
Incredible_traffic_Sound_in__0011836,394.9,20,17,3,0.15
Incredible_traffic_Sound_in__0019261,642.7,20,17,3,0.15
Incredible_traffic_Sound_in__0021196,707.2,20,17,3,0.15
Incredible_traffic_Sound_in__0021781,726.8,20,17,3,0.15
Incredible_traffic_Sound_in__0025276,843.4,20,17,3,0.15
Incredible_traffic_Sound_in__0026236,875.4,20,17,3,0.15
Incredible_traffic_Sound_in__0027301,910.9,20,17,3,0.15
Incredible_traffic_Sound_in__0027421,914.9,20,17,3,0.15
Incredible_traffic_Sound_in__0029071,970.0,20,17,3,0.15
Incredible_traffic_Sound_in__0031561,1053.1,20,17,3,0.15
Incredible_traffic_Sound_in__0032416,1081.6,20,17,3,0.15
Incredible_traffic_Sound_in__0002986,99.6,27,23,4,0.1481
Incredible_traffic_Sound_in__0014086,470.0,27,23,4,0.1481
Incredible_traffic_Sound_in__0000106,3.5,21,18,3,0.1429
Incredible_traffic_Sound_in__0000406,13.5,14,12,2,0.1429
Incredible_traffic_Sound_in__0001321,44.1,12,14,2,0.1429
Incredible_traffic_Sound_in__0002356,78.6,14,12,2,0.1429
Incredible_traffic_Sound_in__0002386,79.6,14,12,2,0.1429
Incredible_traffic_Sound_in__0002536,84.6,7,6,1,0.1429
Incredible_traffic_Sound_in__0002596,86.6,14,12,2,0.1429
Incredible_traffic_Sound_in__0003211,107.1,28,24,4,0.1429
Incredible_traffic_Sound_in__0005056,168.7,7,6,1,0.1429
Incredible_traffic_Sound_in__0005146,171.7,14,12,2,0.1429
Incredible_traffic_Sound_in__0005551,185.2,12,14,2,0.1429
Incredible_traffic_Sound_in__0006661,222.3,21,18,3,0.1429
Incredible_traffic_Sound_in__0009301,310.3,14,12,2,0.1429
Incredible_traffic_Sound_in__0009856,328.9,21,18,3,0.1429
Incredible_traffic_Sound_in__0010846,361.9,14,12,2,0.1429
Incredible_traffic_Sound_in__0011101,370.4,18,21,3,0.1429
Incredible_traffic_Sound_in__0012031,401.4,14,12,2,0.1429
Incredible_traffic_Sound_in__0012766,426.0,14,12,2,0.1429
Incredible_traffic_Sound_in__0012796,427.0,14,12,2,0.1429
Incredible_traffic_Sound_in__0013051,435.5,6,7,1,0.1429
Incredible_traffic_Sound_in__0013066,436.0,6,7,1,0.1429
Incredible_traffic_Sound_in__0013831,461.5,14,12,2,0.1429
Incredible_traffic_Sound_in__0014026,468.0,21,18,3,0.1429
Incredible_traffic_Sound_in__0014041,468.5,21,18,3,0.1429
Incredible_traffic_Sound_in__0014551,485.5,14,12,2,0.1429
Incredible_traffic_Sound_in__0014566,486.0,14,12,2,0.1429
Incredible_traffic_Sound_in__0016471,549.6,14,12,2,0.1429
Incredible_traffic_Sound_in__0017326,578.1,12,14,2,0.1429
Incredible_traffic_Sound_in__0017461,582.6,14,12,2,0.1429
Incredible_traffic_Sound_in__0017566,586.1,14,12,2,0.1429
Incredible_traffic_Sound_in__0017776,593.1,14,12,2,0.1429
Incredible_traffic_Sound_in__0017896,597.1,6,7,1,0.1429
Incredible_traffic_Sound_in__0018376,613.1,14,12,2,0.1429
Incredible_traffic_Sound_in__0018571,619.7,14,12,2,0.1429
Incredible_traffic_Sound_in__0020071,669.7,14,12,2,0.1429
Incredible_traffic_Sound_in__0020401,680.7,12,14,2,0.1429
Incredible_traffic_Sound_in__0020446,682.2,12,14,2,0.1429
Incredible_traffic_Sound_in__0021676,723.3,21,18,3,0.1429
Incredible_traffic_Sound_in__0024226,808.3,14,12,2,0.1429
Incredible_traffic_Sound_in__0024346,812.3,14,12,2,0.1429
Incredible_traffic_Sound_in__0026011,867.9,12,14,2,0.1429
Incredible_traffic_Sound_in__0026071,869.9,14,12,2,0.1429
Incredible_traffic_Sound_in__0026311,877.9,21,18,3,0.1429
Incredible_traffic_Sound_in__0026326,878.4,21,18,3,0.1429
Incredible_traffic_Sound_in__0026581,886.9,14,12,2,0.1429
Incredible_traffic_Sound_in__0027691,924.0,14,12,2,0.1429
Incredible_traffic_Sound_in__0028006,934.5,14,12,2,0.1429
Incredible_traffic_Sound_in__0028591,954.0,14,12,2,0.1429
Incredible_traffic_Sound_in__0029476,983.5,14,12,2,0.1429
Incredible_traffic_Sound_in__0031276,1043.6,14,12,2,0.1429
Incredible_traffic_Sound_in__0031291,1044.1,14,12,2,0.1429
Incredible_traffic_Sound_in__0033256,1109.6,6,7,1,0.1429
Incredible_traffic_Sound_in__0034171,1140.2,6,7,1,0.1429
Incredible_traffic_Sound_in__0034966,1166.7,7,6,1,0.1429
Incredible_traffic_Sound_in__0014221,474.5,29,25,4,0.1379
Incredible_traffic_Sound_in__0006121,204.2,22,19,3,0.1364
Incredible_traffic_Sound_in__0008176,272.8,22,19,3,0.1364
Incredible_traffic_Sound_in__0021841,728.8,22,19,3,0.1364
Incredible_traffic_Sound_in__0024691,823.9,22,19,3,0.1364
Incredible_traffic_Sound_in__0024976,833.4,22,19,3,0.1364
Incredible_traffic_Sound_in__0025126,838.4,22,19,3,0.1364
Incredible_traffic_Sound_in__0027331,911.9,19,22,3,0.1364
Incredible_traffic_Sound_in__0031531,1052.1,22,19,3,0.1364
Incredible_traffic_Sound_in__0001441,48.1,13,15,2,0.1333
Incredible_traffic_Sound_in__0001471,49.1,15,13,2,0.1333
Incredible_traffic_Sound_in__0003781,126.2,15,13,2,0.1333
Incredible_traffic_Sound_in__0003871,129.2,15,13,2,0.1333
Incredible_traffic_Sound_in__0004771,159.2,15,13,2,0.1333
Incredible_traffic_Sound_in__0006796,226.8,15,13,2,0.1333
Incredible_traffic_Sound_in__0007441,248.3,13,15,2,0.1333
Incredible_traffic_Sound_in__0008461,282.3,15,13,2,0.1333
Incredible_traffic_Sound_in__0008491,283.3,13,15,2,0.1333
Incredible_traffic_Sound_in__0009181,306.3,15,13,2,0.1333
Incredible_traffic_Sound_in__0012136,404.9,15,13,2,0.1333
Incredible_traffic_Sound_in__0012436,414.9,15,13,2,0.1333
Incredible_traffic_Sound_in__0014341,478.5,30,26,4,0.1333
Incredible_traffic_Sound_in__0015736,525.1,15,13,2,0.1333
Incredible_traffic_Sound_in__0015871,529.6,15,13,2,0.1333
Incredible_traffic_Sound_in__0016066,536.1,15,13,2,0.1333
Incredible_traffic_Sound_in__0017161,572.6,15,13,2,0.1333
Incredible_traffic_Sound_in__0017761,592.6,13,15,2,0.1333
Incredible_traffic_Sound_in__0020926,698.2,15,13,2,0.1333
Incredible_traffic_Sound_in__0021736,725.3,15,13,2,0.1333
Incredible_traffic_Sound_in__0023401,780.8,15,13,2,0.1333
Incredible_traffic_Sound_in__0024526,818.4,15,13,2,0.1333
Incredible_traffic_Sound_in__0026026,868.4,15,13,2,0.1333
Incredible_traffic_Sound_in__0026146,872.4,15,13,2,0.1333
Incredible_traffic_Sound_in__0028651,956.0,15,13,2,0.1333
Incredible_traffic_Sound_in__0029956,999.5,15,13,2,0.1333
Incredible_traffic_Sound_in__0031006,1034.6,15,13,2,0.1333
Incredible_traffic_Sound_in__0032371,1080.1,15,13,2,0.1333
Incredible_traffic_Sound_in__0032491,1084.1,15,13,2,0.1333
Incredible_traffic_Sound_in__0001861,62.1,23,20,3,0.1304
Incredible_traffic_Sound_in__0002476,82.6,23,20,3,0.1304
Incredible_traffic_Sound_in__0006391,213.2,23,20,3,0.1304
